id;name;p0;p1;p2;p3;p4;p5;p6;p7;p8;p9;p10;p11;;;;grouped label;category
731;plunger, plumber's helper;artifact, artefact;instrumentality, instrumentation;implement;tool;hand tool; ; ; ; ; ; ; ;;;;plunger;tool
784;screwdriver;artifact, artefact;instrumentality, instrumentation;implement;tool;hand tool; ; ; ; ; ; ; ;;;;screwdriver;tool
792;shovel;artifact, artefact;instrumentality, instrumentation;implement;tool;hand tool; ; ; ; ; ; ; ;;;;shovel;tool
730;plow, plough;artifact, artefact;instrumentality, instrumentation;implement;tool; ; ; ; ; ; ; ; ;;;;plough;tool
521;Crock Pot;artifact, artefact;instrumentality, instrumentation;implement;utensil;kitchen utensil;cooking utensil, cookware;cooker; ; ; ; ; ;;;;Crock Pot;kitchen utensil
567;frying pan, frypan, skillet;artifact, artefact;instrumentality, instrumentation;implement;utensil;kitchen utensil;cooking utensil, cookware;pan, cooking pan; ; ; ; ; ;;;;frying pan;kitchen utensil
909;wok;artifact, artefact;instrumentality, instrumentation;implement;utensil;kitchen utensil;cooking utensil, cookware;pan, cooking pan; ; ; ; ; ;;;;wok;kitchen utensil
469;caldron, cauldron;artifact, artefact;instrumentality, instrumentation;implement;utensil;kitchen utensil;cooking utensil, cookware;pot; ; ; ; ; ;;;;cauldron;kitchen utensil
505;coffeepot;artifact, artefact;instrumentality, instrumentation;implement;utensil;kitchen utensil;cooking utensil, cookware;pot; ; ; ; ; ;;;;coffeepot;kitchen utensil
849;teapot;artifact, artefact;instrumentality, instrumentation;implement;utensil;kitchen utensil;cooking utensil, cookware;pot; ; ; ; ; ;;;;teapot;kitchen utensil
813;spatula;artifact, artefact;instrumentality, instrumentation;implement;utensil;kitchen utensil;cooking utensil, cookware;turner, food turner; ; ; ; ; ;;;;spatula;kitchen utensil
840;swab, swob, mop;artifact, artefact;instrumentality, instrumentation;implement;cleaning implement, cleaning device, cleaning equipment; ; ; ; ; ; ; ; ;;;;;
462;broom;artifact, artefact;instrumentality, instrumentation;implement;cleaning implement, cleaning device, cleaning equipment; ; ; ; ; ; ; ; ;;;;;
696;paintbrush;artifact, artefact;instrumentality, instrumentation;implement;brush; ; ; ; ; ; ; ; ;;;;;
767;rubber eraser, rubber, pencil eraser;artifact, artefact;instrumentality, instrumentation;implement;eraser; ; ; ; ; ; ; ; ;;;;;
710;pencil sharpener;artifact, artefact;instrumentality, instrumentation;implement;sharpener; ; ; ; ; ; ; ; ;;;;;
693;paddle, boat paddle;artifact, artefact;instrumentality, instrumentation;implement;oar; ; ; ; ; ; ; ; ;;;;;
733;pole;artifact, artefact;instrumentality, instrumentation;implement;rod; ; ; ; ; ; ; ; ;;;;;
749;quill, quill pen;artifact, artefact;instrumentality, instrumentation;implement;writing implement;pen; ; ; ; ; ; ; ;;;;;
418;ballpoint, ballpoint pen, ballpen, Biro;artifact, artefact;instrumentality, instrumentation;implement;writing implement;pen; ; ; ; ; ; ; ;;;;;
563;fountain pen;artifact, artefact;instrumentality, instrumentation;implement;writing implement;pen; ; ; ; ; ; ; ;;;;;
816;spindle;artifact, artefact;instrumentality, instrumentation;implement;stick; ; ; ; ; ; ; ; ;;;;;
542;drumstick;artifact, artefact;instrumentality, instrumentation;implement;stick; ; ; ; ; ; ; ; ;;;;;
523;crutch;artifact, artefact;instrumentality, instrumentation;implement;stick;staff; ; ; ; ; ; ; ;;;;;
557;flagpole, flagstaff;artifact, artefact;instrumentality, instrumentation;implement;stick;staff; ; ; ; ; ; ; ;;;;;
644;matchstick;artifact, artefact;instrumentality, instrumentation;implement;stick; ; ; ; ; ; ; ; ;;;;;
810;space bar;artifact, artefact;instrumentality, instrumentation;implement;bar;lever;key; ; ; ; ; ; ;;;;;
752;racket, racquet;artifact, artefact;instrumentality, instrumentation;implement;sports implement; ; ; ; ; ; ; ; ;;;;;
444;bicycle-built-for-two, tandem bicycle, tandem;artifact, artefact;instrumentality, instrumentation;container;wheeled vehicle;bicycle, bike, wheel, cycle; ; ; ; ; ; ; ;;;;bike;vehicle
671;mountain bike, all-terrain bike, off-roader;artifact, artefact;instrumentality, instrumentation;container;wheeled vehicle;bicycle, bike, wheel, cycle; ; ; ; ; ; ; ;;;;bike;vehicle
565;freight car;artifact, artefact;instrumentality, instrumentation;container;wheeled vehicle;car, railcar, railway car, railroad car; ; ; ; ; ; ; ;;;;train;vehicle
705;passenger car, coach, carriage;artifact, artefact;instrumentality, instrumentation;container;wheeled vehicle;car, railcar, railway car, railroad car; ; ; ; ; ; ; ;;;;train;vehicle
428;barrow, garden cart, lawn cart, wheelbarrow;artifact, artefact;instrumentality, instrumentation;container;wheeled vehicle;handcart, pushcart, cart, go-cart; ; ; ; ; ; ; ;;;;;
791;shopping cart;artifact, artefact;instrumentality, instrumentation;container;wheeled vehicle;handcart, pushcart, cart, go-cart; ; ; ; ; ; ; ;;;;;
670;motor scooter, scooter;artifact, artefact;instrumentality, instrumentation;container;wheeled vehicle; ; ; ; ; ; ; ; ;;;;;
561;forklift;artifact, artefact;instrumentality, instrumentation;container;wheeled vehicle;self-propelled vehicle; ; ; ; ; ; ; ;;;;;
547;electric locomotive;artifact, artefact;instrumentality, instrumentation;container;wheeled vehicle;self-propelled vehicle;locomotive, engine, locomotive engine, railway locomotive; ; ; ; ; ; ;;;;train;vehicle
820;steam locomotive;artifact, artefact;instrumentality, instrumentation;container;wheeled vehicle;self-propelled vehicle;locomotive, engine, locomotive engine, railway locomotive; ; ; ; ; ; ;;;;train;vehicle
408;amphibian, amphibious vehicle;artifact, artefact;instrumentality, instrumentation;container;wheeled vehicle;self-propelled vehicle;motor vehicle, automotive vehicle; ; ; ; ; ; ;;;;;
407;ambulance;artifact, artefact;instrumentality, instrumentation;container;wheeled vehicle;self-propelled vehicle;motor vehicle, automotive vehicle;car, auto, automobile, machine, motorcar; ; ; ; ; ;;;;car;vehicle
436;beach wagon, station wagon, wagon, estate car, beach waggon, station waggon, waggon;artifact, artefact;instrumentality, instrumentation;container;wheeled vehicle;self-propelled vehicle;motor vehicle, automotive vehicle;car, auto, automobile, machine, motorcar; ; ; ; ; ;;;;car;vehicle
468;cab, hack, taxi, taxicab;artifact, artefact;instrumentality, instrumentation;container;wheeled vehicle;self-propelled vehicle;motor vehicle, automotive vehicle;car, auto, automobile, machine, motorcar; ; ; ; ; ;;;;car;vehicle
511;convertible;artifact, artefact;instrumentality, instrumentation;container;wheeled vehicle;self-propelled vehicle;motor vehicle, automotive vehicle;car, auto, automobile, machine, motorcar; ; ; ; ; ;;;;car;vehicle
609;jeep, landrover;artifact, artefact;instrumentality, instrumentation;container;wheeled vehicle;self-propelled vehicle;motor vehicle, automotive vehicle;car, auto, automobile, machine, motorcar; ; ; ; ; ;;;;car;vehicle
627;limousine, limo;artifact, artefact;instrumentality, instrumentation;container;wheeled vehicle;self-propelled vehicle;motor vehicle, automotive vehicle;car, auto, automobile, machine, motorcar; ; ; ; ; ;;;;car;vehicle
656;minivan;artifact, artefact;instrumentality, instrumentation;container;wheeled vehicle;self-propelled vehicle;motor vehicle, automotive vehicle;car, auto, automobile, machine, motorcar; ; ; ; ; ;;;;car;vehicle
661;Model T;artifact, artefact;instrumentality, instrumentation;container;wheeled vehicle;self-propelled vehicle;motor vehicle, automotive vehicle;car, auto, automobile, machine, motorcar; ; ; ; ; ;;;;car;vehicle
751;racer, race car, racing car;artifact, artefact;instrumentality, instrumentation;container;wheeled vehicle;self-propelled vehicle;motor vehicle, automotive vehicle;car, auto, automobile, machine, motorcar; ; ; ; ; ;;;;car;vehicle
817;sports car, sport car;artifact, artefact;instrumentality, instrumentation;container;wheeled vehicle;self-propelled vehicle;motor vehicle, automotive vehicle;car, auto, automobile, machine, motorcar; ; ; ; ; ;;;;car;vehicle
573;go-kart;artifact, artefact;instrumentality, instrumentation;container;wheeled vehicle;self-propelled vehicle;motor vehicle, automotive vehicle; ; ; ; ; ; ;;;;;
575;golfcart, golf cart;artifact, artefact;instrumentality, instrumentation;container;wheeled vehicle;self-propelled vehicle;motor vehicle, automotive vehicle; ; ; ; ; ; ;;;;;
665;moped;artifact, artefact;instrumentality, instrumentation;container;wheeled vehicle;self-propelled vehicle;motor vehicle, automotive vehicle;motorcycle, bike;minibike, motorbike; ; ; ; ;;;;moped;vehicle
803;snowplow, snowplough;artifact, artefact;instrumentality, instrumentation;container;wheeled vehicle;self-propelled vehicle;motor vehicle, automotive vehicle; ; ; ; ; ; ;;;;;
555;fire engine, fire truck;artifact, artefact;instrumentality, instrumentation;container;wheeled vehicle;self-propelled vehicle;motor vehicle, automotive vehicle;truck, motortruck; ; ; ; ; ;;;;truck;vehicle
569;garbage truck, dustcart;artifact, artefact;instrumentality, instrumentation;container;wheeled vehicle;self-propelled vehicle;motor vehicle, automotive vehicle;truck, motortruck; ; ; ; ; ;;;;truck;vehicle
717;pickup, pickup truck;artifact, artefact;instrumentality, instrumentation;container;wheeled vehicle;self-propelled vehicle;motor vehicle, automotive vehicle;truck, motortruck; ; ; ; ; ;;;;truck;vehicle
864;tow truck, tow car, wrecker;artifact, artefact;instrumentality, instrumentation;container;wheeled vehicle;self-propelled vehicle;motor vehicle, automotive vehicle;truck, motortruck; ; ; ; ; ;;;;truck;vehicle
867;trailer truck, tractor trailer, trucking rig, rig, articulated lorry, semi;artifact, artefact;instrumentality, instrumentation;container;wheeled vehicle;self-propelled vehicle;motor vehicle, automotive vehicle;truck, motortruck; ; ; ; ; ;;;;truck;vehicle
675;moving van;artifact, artefact;instrumentality, instrumentation;container;wheeled vehicle;self-propelled vehicle;motor vehicle, automotive vehicle;truck, motortruck;van; ; ; ; ;;;;truck;vehicle
734;police van, police wagon, paddy wagon, patrol wagon, wagon, black Maria;artifact, artefact;instrumentality, instrumentation;container;wheeled vehicle;self-propelled vehicle;motor vehicle, automotive vehicle;truck, motortruck;van; ; ; ; ;;;;truck;vehicle
757;recreational vehicle, RV, R.V.;artifact, artefact;instrumentality, instrumentation;container;wheeled vehicle;self-propelled vehicle; ; ; ; ; ; ; ;;;;truck;vehicle
829;streetcar, tram, tramcar, trolley, trolley car;artifact, artefact;instrumentality, instrumentation;container;wheeled vehicle;self-propelled vehicle; ; ; ; ; ; ; ;;;;;
586;half track;artifact, artefact;instrumentality, instrumentation;container;wheeled vehicle;self-propelled vehicle;tracked vehicle; ; ; ; ; ; ;;;;;
847;tank, army tank, armored combat vehicle, armoured combat vehicle;artifact, artefact;instrumentality, instrumentation;container;wheeled vehicle;self-propelled vehicle;tracked vehicle; ; ; ; ; ; ;;;;;
802;snowmobile;artifact, artefact;instrumentality, instrumentation;container;wheeled vehicle;self-propelled vehicle;tracked vehicle; ; ; ; ; ; ;;;;;
866;tractor;artifact, artefact;instrumentality, instrumentation;container;wheeled vehicle;self-propelled vehicle; ; ; ; ; ; ; ;;;;;
870;tricycle, trike, velocipede;artifact, artefact;instrumentality, instrumentation;container;wheeled vehicle; ; ; ; ; ; ; ; ;;;;;
880;unicycle, monocycle;artifact, artefact;instrumentality, instrumentation;container;wheeled vehicle; ; ; ; ; ; ; ; ;;;;;
603;horse cart, horse-cart;artifact, artefact;instrumentality, instrumentation;container;wheeled vehicle;wagon, waggon;cart; ; ; ; ; ; ;;;;;
612;jinrikisha, ricksha, rickshaw;artifact, artefact;instrumentality, instrumentation;container;wheeled vehicle;wagon, waggon;cart; ; ; ; ; ; ;;;;;
690;oxcart;artifact, artefact;instrumentality, instrumentation;container;wheeled vehicle;wagon, waggon;cart; ; ; ; ; ; ;;;;;
588;hamper;artifact, artefact;instrumentality, instrumentation;container;basket, handbasket; ; ; ; ; ; ; ; ;;;;;
790;shopping basket;artifact, artefact;instrumentality, instrumentation;container;basket, handbasket; ; ; ; ; ; ; ; ;;;;;
855;thimble;artifact, artefact;instrumentality, instrumentation;container; ; ; ; ; ; ; ; ; ;;;;;
636;mailbag, postbag;artifact, artefact;instrumentality, instrumentation;container;bag; ; ; ; ; ; ; ; ;;;;;
414;backpack, back pack, knapsack, packsack, rucksack, haversack;artifact, artefact;instrumentality, instrumentation;container;bag; ; ; ; ; ; ; ; ;;;;;
748;purse;artifact, artefact;instrumentality, instrumentation;container;bag; ; ; ; ; ; ; ; ;;;;;
797;sleeping bag;artifact, artefact;instrumentality, instrumentation;container;bag; ; ; ; ; ; ; ; ;;;;;
728;plastic bag;artifact, artefact;instrumentality, instrumentation;container;bag; ; ; ; ; ; ; ; ;;;;;
910;wooden spoon;artifact, artefact;instrumentality, instrumentation;container;spoon; ; ; ; ; ; ; ; ;;;;;
719;piggy bank, penny bank;artifact, artefact;instrumentality, instrumentation;container;savings bank, coin bank, money box, bank; ; ; ; ; ; ; ; ;;;;;
712;Petri dish;artifact, artefact;instrumentality, instrumentation;container;dish; ; ; ; ; ; ; ; ;;;;;
809;soup bowl;artifact, artefact;instrumentality, instrumentation;container;dish;bowl; ; ; ; ; ; ; ;;;;;
659;mixing bowl;artifact, artefact;instrumentality, instrumentation;container;dish;bowl; ; ; ; ; ; ; ;;;;;
412;ashcan, trash can, garbage can, wastebin, ash bin, ash-bin, ashbin, dustbin, trash barrel, trash bin;artifact, artefact;instrumentality, instrumentation;container;bin; ; ; ; ; ; ; ; ;;;;;
503;cocktail shaker;artifact, artefact;instrumentality, instrumentation;container;shaker; ; ; ; ; ; ; ; ;;;;;
773;saltshaker, salt shaker;artifact, artefact;instrumentality, instrumentation;container;shaker; ; ; ; ; ; ; ; ;;;;;
738;pot, flowerpot;artifact, artefact;instrumentality, instrumentation;container; ; ; ; ; ; ; ; ; ;;;;;
896;washbasin, handbasin, washbowl, lavabo, wash-hand basin;artifact, artefact;instrumentality, instrumentation;container;vessel;basin; ; ; ; ; ; ; ;;;;;
876;tub, vat;artifact, artefact;instrumentality, instrumentation;container;vessel; ; ; ; ; ; ; ; ;;;;;
883;vase;artifact, artefact;instrumentality, instrumentation;container;vessel;jar; ; ; ; ; ; ; ;;;;;
438;beaker;artifact, artefact;instrumentality, instrumentation;container;vessel;jar; ; ; ; ; ; ; ;;;;;
463;bucket, pail;artifact, artefact;instrumentality, instrumentation;container;vessel; ; ; ; ; ; ; ; ;;;;;
666;mortar;artifact, artefact;instrumentality, instrumentation;container;vessel; ; ; ; ; ; ; ; ;;;;;
440;beer bottle;artifact, artefact;instrumentality, instrumentation;container;vessel;bottle; ; ; ; ; ; ; ;;;;;
737;pop bottle, soda bottle;artifact, artefact;instrumentality, instrumentation;container;vessel;bottle; ; ; ; ; ; ; ;;;;;
907;wine bottle;artifact, artefact;instrumentality, instrumentation;container;vessel;bottle; ; ; ; ; ; ; ;;;;;
720;pill bottle;artifact, artefact;instrumentality, instrumentation;container;vessel;bottle; ; ; ; ; ; ; ;;;;;
898;water bottle;artifact, artefact;instrumentality, instrumentation;container;vessel;bottle; ; ; ; ; ; ; ;;;;;
901;whiskey jug;artifact, artefact;instrumentality, instrumentation;container;vessel;bottle;jug; ; ; ; ; ; ;;;;;
899;water jug;artifact, artefact;instrumentality, instrumentation;container;vessel;bottle;jug; ; ; ; ; ; ;;;;;
900;water tower;artifact, artefact;instrumentality, instrumentation;container;vessel;tank, storage tank;reservoir; ; ; ; ; ; ;;;;;
756;rain barrel;artifact, artefact;instrumentality, instrumentation;container;vessel;tank, storage tank;reservoir;cistern; ; ; ; ; ;;;;;
435;bathtub, bathing tub, bath, tub;artifact, artefact;instrumentality, instrumentation;container;vessel; ; ; ; ; ; ; ; ;;;;;
